Taxon Name,L001-001-981789527_S1,L001-002-232189519_S2,L001-003-981791405_S3,L001-004-981791340_S4,L001-005-232196117_S5,L001-006-232196145_S6,L001-007-232196139_S7,L001-012-NTC-RPIP-LT001_S12
Bibersteinia trehalosi,,0.6681413,,,,,,
Acinetobacter venetianus,,0.6681413,0.132151,,,,0.1281843,
Tuber aestivum,,0.3340707,,,,,,
Pseudomonas migulae,,0.6681413,,,,,,
Gemella sanguinis,,0.6681413,0.396453,,,,,
Dolosicoccus paucivorans,,0.6681413,,,,,,
Rothia nasimurium,,0.6681413,0.264302,,,,,
Triticum dicoccoides,,0.3340707,,,,,,
Pseudomonas meliae,,0.6681413,,,,,,
Clonostachys rogersoniana,,0.6681413,,,,,,
Leptotrichia wadei,,0.6681413,,,,,,
Pseudomonas thermotolerans,,0.6681413,0.132151,,,,0.2563687,
Collimonas fungivorans,,0.6681413,,,,,,
Alkanindiges illinoisensis,,0.6681413,,,,,0.1281843,
Acinetobacter baylyi,,0.6681413,,,,,0.1281843,
Cladosporium variabile,,0.6681413,,,,,,
Verruconis gallopava,,0.6681413,,,,,0.1281843,
Catabacter hongkongensis,,0.6681413,,,,,,
Acinetobacter colistiniresistens,,0.6681413,,,,,,
Prevotella multiformis,,0.6681413,,,,,,
uncultured Thiotrichaceae bacterium,,0.6681413,,,,,,
Bacteroides pyogenes,,0.6681413,,,,,,
Pseudooceanicola batsensis,,0.6681413,,,,,,
Streptococcus gallolyticus,,0.6681413,,,,,,
Pseudozyma hubeiensis,,0.3340707,,,,,,
Candidatus Accumulibacter phosphatis,,0.6681413,,,,,,
Phtheirospermum japonicum,,0.6681413,,,,,0.1281843,
Pseudomonas sp. AD21,,0.6681413,,,,,,
Pseudomonas indoloxydans,,0.3340707,,,,,,
Sphingomonas pseudosanguinis,,0.6681413,,,,,,
Nesterenkonia alba,,0.6681413,,,,,,
Actinomyces johnsonii,,0.6681413,,,,,,
Leptotrichia hongkongensis,,0.6681413,,,,,,
Methylobacterium phyllostachyos,,0.6681413,,,,,,
Methylobacterium gossipiicola,,0.6681413,,,,,,
Paenalcaligenes hominis,,0.6681413,,,,,,
Actinopolymorpha pittospori,,0.6681413,,,,,,
Prevotella sp. oral taxon 299,,0.3340707,,,,,,
Prevotella sp. oral taxon 313,,0.6681413,,,,,,
Mycena chlorophos,,0.6681413,,,,,,
Alloprevotella rava,,0.6681413,,,,,,
Candidatus Saccharibacteria bacterium oral taxon 488,,0.6681413,,,,,,
Phocaeicola paurosaccharolyticus,,0.3340707,,,,,,
Veillonella sp. VA139,,0.6681413,,,,,,
Plautia stali symbiont,,0.6681413,0.132151,,,,9.6138245,
Deinococcus wulumuqiensis,,0.6681413,,,,,,
Methylobacterium gnaphalii,,0.6681413,,,,,,
Methylobacterium sp. 77,,0.6681413,,,,,,
Romboutsia ilealis,,0.3340707,,,,,,
Pseudomonas sp. GM55,,0.6681413,,,,,,
Rhodobacteraceae bacterium PD-2,,0.6681413,,,,,,
Methylobacterium haplocladii,,0.6681413,,,,,,
Nonomuraea sp. K274,,0.6681413,,,,,,
Acinetobacter sp. CIP 110321,,0.6681413,,,,,,
Eubacterium sp. 14-2,,0.6681413,,,,,,
Methanocaldococcus bathoardescens,,0.6681413,,,,,,
Pseudomonas salina,,0.6681413,,,,,,
Williamsia sterculiae,,0.6681413,,,,,,
Ruminococcus sp. YE78,,0.6681413,,,,,,
Pseudomonas sp. EGD-AK9,,0.6681413,,,,,,
Acinetobacter sp. TGL-Y2,,0.6681413,,,,,,
Sphingobium sp. Ant17,,0.6681413,,,,,,
Pseudomonas sp. Os17,,0.6681413,,,,,,
Brevibacterium ihuae,,0.6681413,,,,,,
Phenylobacterium sp. SCN 69-14,,0.6681413,,,,,0.1281843,
Sphingomonas sp. SCN 67-18,,0.6681413,,,,,0.2563687,
Pseudomonas sp. RIT-PI-q,,0.6681413,,,,,,
Pseudomonas sp. 2588-5,,0.6681413,,,,,,
Pseudomonas sp. 2995-3,,0.6681413,,,,,,
Pseudomonas sp. ALS1279,,0.6681413,,,,,,
Methylobacterium sp. Leaf88,,0.6681413,,,,,,
Methylobacterium sp. Leaf90,,0.6681413,,,,,,
Methylobacterium sp. Leaf94,,0.6681413,,,,,,
Methylobacterium sp. Leaf99,,0.6681413,,,,,,
Azospira sp. I13,,0.6681413,,,,,,
Acinetobacter sp. CFCC 10889,,0.6681413,0.132151,,,,,
Rhodococcus sp. EPR-157,,0.6681413,,,,,,
Pseudomonas sp. 21C1,,0.6681413,,,,,,
Pseudomonas sp. 24 R 17,,0.6681413,,,,,,
Pseudomonas sp. 25 E 4,,0.6681413,,,,,,
Pseudomonas sp. 35 E 8,,0.6681413,,,,,,
Orrella dioscoreae,,0.6681413,,,,,,
Pseudomonas sp. ZH-FAD,,0.6681413,,,,,,
Alphaproteobacteria bacterium 46_93_T64,,0.6681413,,,,,,
Oxalobacteraceae bacterium,,0.6681413,,,,,,
Fibrobacter sp. UWOV1,,0.6681413,,,,,,
Pseudomonas sp. Larv2_ips,,0.6681413,,,,,,
Pseudomonas sp. ACN8,,0.6681413,,,,,,
Acinetobacter sp. MF4642,,0.6681413,,,,,,
Acinetobacter sp. ANC 4648,,0.6681413,,,,,,
Beijerinckiaceae bacterium,,0.6681413,,,,,,
Pseudomonas sp. R45(2017),,0.6681413,,,,,,
Pseudomonas sp. B28(2017),,0.6681413,,,,,,
Pseudomonas sp. RU47,,0.6681413,,,,,,
Pseudomonas sp. Irchel 3E20,,0.6681413,,,,,,
Pseudomonas sp. Irchel s3b5,,0.6681413,,,,,,
Saccharibacillus sp. O23,,0.6681413,,,,,,
Pseudomonas laurylsulfatiphila,,0.6681413,,,,,,
Diploscapter pachys,,0.6681413,,,,,,
Methylobacterium sp. V23,,0.6681413,,,,,,
Granulicatella sp.,,0.6681413,,,,,,
Brachybacterium sp. UMB0905,,0.6681413,,,,,,
Pseudomonas sp. MPBC4-3,,0.6681413,,,,,,
Pseudomonas sp. MPR-R2A3,,0.6681413,,,,,,
Pseudomonas sp. MPR-R5A,,0.6681413,,,,,,
Pseudomonas sp. S5D5,,0.6681413,,,,,,
Kaistia algarum,,0.6681413,,,,,,
Pseudomonas sp. OV467,,0.6681413,,,,,,
Rhodococcus sp. KBW08,,0.6681413,,,,,,
Pseudomonas sp. CFBP13509,,0.6681413,,,,,,
Pseudomonas sp. Q1,,0.6681413,,,,,,
Ruminococcus sp. AM09-18-1,,0.6681413,,,,,,
Pseudomonas sp. LS-2,,0.6681413,,,,,,
Pseudomonas sp. Sample_24,,0.6681413,,,,,,
Methylobacterium segetis,,0.6681413,,,,,,
Pseudomonas sp. PB106,,0.6681413,,,,,,
Acinetobacter sp. ANC 4177,,0.6681413,,,,,,
Pseudomonas sp. F01002,,0.6681413,,,,,,
Martelella lutilitoris,,0.6681413,,,,,,
Sphingomonas sp. NBWT7,,0.3340707,,,,,,
Methylobacterium sp. WL18,,0.6681413,,,,,,
Acinetobacter sp. TUM15071,,0.6681413,,,,,,
Methylobacterium sp. YIM 132548,,0.6681413,,,,,,
Serratia sp. 18057,,0.6681413,,,,,0.1281843,
Streptococcus sp. IMAU 99161,,0.6681413,,,,,,
Acinetobacter shaoyimingii,,0.6681413,,,,,,
Pseudomonas sp. WS 5410,,0.6681413,,,,,,
Pseudomonas sp. PGSB 8459,,0.6681413,,,,,,
Pseudomonas sp. Wesi-4,,0.6681413,,,,,,
Arthrobacter sp. SLBN-53,,0.6681413,,,,,,
Helicobacter felis,,0.3340707,,,,,,
Neisseria animalis,,0.3340707,,,,,,
Psychrobacter immobilis,,0.3340707,,,,,,
Serratia odorifera,,0.3340707,,,,,,
Coxiella burnetii,,0.3340707,,,,,,
Megasphaera elsdenii,,0.3340707,,,,,,
Flavobacterium columnare,,0.3340707,,,,,,
Marinococcus halophilus,,0.3340707,,,,,,
Bacillus coagulans,,0.3340707,,,,,0.5127373,
Paenibacillus larvae,,0.3340707,,,,,,
Clostridium cadaveris,,0.3340707,,,,,0.1281843,
Lactobacillus aviarius,,0.3340707,,,,,,
Rhodococcus rhodochrous,,0.3340707,,,,,0.1281843,
Halococcus morrhuae,,0.3340707,,,,,,
Teredinibacter turnerae,,0.3340707,,,,,,
Cyberlindnera jadinii,,0.3340707,,,,,,
Millerozyma farinosa,,0.3340707,,,,,,
Yarrowia lipolytica,,0.3340707,,,,,,
Debaryomyces hansenii,,0.3340707,,,,,,
Sordaria macrospora,,0.3340707,,,,,,
Candida tropicalis,,0.3340707,,,,,,
Scedosporium boydii,,0.3340707,0.132151,,,,,
Wuchereria bancrofti,,0.3340707,0.132151,,,,0.1281843,
Ceratitis capitata,,0.3340707,0.396453,,,,,
Novosphingobium capsulatum,,0.3340707,,,,,,
Puccinia striiformis,,0.3340707,,,,,,
Prevotella buccalis,,0.3340707,,,,,,
Prevotella corporis,,0.3340707,,,,,,
Prevotella oralis,,0.3340707,,,,,,
Prevotella oulorum,,0.3340707,,,,,,
Candidatus Photodesmus katoptron,,0.3340707,,,,,,
Eggerthia catenaformis,,0.3340707,,,,,,
Paragonimus westermani,,0.3340707,,,,,,
[Eubacterium] nodatum,,0.3340707,,,,,,
Parasitella parasitica,,0.3340707,,,,,,
Helicobacter pullorum,,0.3340707,,,,,,
Enterococcus casseliflavus,,0.3340707,,,,,,
[Candida] sake,,0.3340707,,,,,,
Sutterella wadsworthensis,,0.3340707,,,,,,
Saccharomonospora cyanea,,0.3340707,,,,,,
Trichococcus pasteurii,,0.3340707,0.132151,,,,,
Rhodococcus zopfii,,0.3340707,,,,,,
Vibrio scophthalmi,,0.3340707,132.2831407,,,,0.1281843,
Nonomuraea pusilla,,0.3340707,,,,,,
Pseudomonas straminea,,0.3340707,,,,,,
Serratia fonticola,,0.3340707,,,,,,
Nicotiana attenuata,,0.3340707,,,,,,
Schaalia georgiae,,0.3340707,,,,,,
Enterococcus mundtii,,0.3340707,,,,,,
Brevibacterium mcbrellneri,,0.3340707,,,,,,
Pseudomonas anguilliseptica,,0.3340707,,,,,,
Burkholderia thailandensis,,0.3340707,,,,,,
Roussoella hysterioides,,0.3340707,,,,,,
Mucor hiemalis,,0.3340707,,,,,,
Mortierella alpina,,0.3340707,,,,,,
Streptomyces griseoaurantiacus,,0.3340707,,,,,,
Caulobacter henricii,,0.3340707,,,,,,
Rosa chinensis,,0.3340707,,,,,,
Malassezia sympodialis,,0.3340707,,,,,0.2563687,
Thermothelomyces thermophilus,,0.3340707,,,,,0.1281843,
Chitinophaga pinensis,,0.3340707,,,,,,
Alkalihalobacillus pseudofirmus,,0.3340707,,,,,,
Acidovorax cattleyae,,0.3340707,,,,,,
Budvicia aquatica,,0.3340707,,,,,,
Pseudoxanthomonas broegbernensis,,0.3340707,,,,,,
Eggerthella lenta,,0.3340707,,,,,,
Cercospora kikuchii,,0.3340707,,,,,,
Moraxella canis,,0.3340707,,,,,,
Moraxella lincolnii,,0.3340707,,,,,,
Exophiala spinifera,,0.3340707,,,,,,
Nostoc linckia,,0.3340707,,,,,,
Tolypocladium paradoxum,,0.3340707,,,,,,
Ochrobactrum tritici,,0.3340707,,,,,,
Pasteurella skyensis,,0.3340707,,,,,,
Pelistega europaea,,0.3340707,,,,,,
Gordonia jacobaea,,0.3340707,,,,,,
Sphagnum squarrosum,,0.3340707,,,,,,
Corynebacterium capitovis,,0.3340707,,,,,,
Acinetobacter parvus,,0.3340707,0.528604,,,,,
Teleopsis dalmanni,,0.3340707,,,,,,
Eumeta japonica,,0.3340707,,,,,,
Sterolibacterium denitrificans,,0.3340707,,,,,,
uncultured Sphingomonas sp.,,0.3340707,,,,,,
uncultured Ruminococcus sp.,,0.3340707,,,,,,
uncultured Stenotrophomonas sp.,,0.3340707,,,,,,
uncultured Lactococcus sp.,,0.3340707,,,,,,
Paenibacillus agaridevorans,,0.3340707,,,,,,
Pseudomonas sp. Q7-87,,0.3340707,,,,,,
Cladonia foliacea,,0.3340707,,,,,,
Neisseria sp.,,0.3340707,,,,,,
Alysiella filiformis,,0.3340707,,,,,,
Neisseria dentiae,,0.3340707,,,,,,
Psychrobacter fozii,,0.3340707,,,,,,
Talaromyces verruculosus,,0.3340707,0.132151,,,,,
Pseudomonas congelans,,0.3340707,,,,,,
Pseudomonas chloritidismutans,,0.3340707,,,,,,
uncultured Gemmatimonadetes bacterium,,0.3340707,,,,,,
Kerstersia gyiorum,,0.3340707,,,,,,
Enterocloster bolteae,,0.3340707,,,,,0.1281843,
Marinobacter excellens,,0.3340707,,,,,,
Brachybacterium muris,,0.3340707,,,,,,
Thalassospira xiamenensis,,0.3340707,,,,,0.1281843,
Beijerinckia mobilis,,0.3340707,,,,,,
Sphingomonas abaci,,0.3340707,,,,,,
Pseudomonas sp. ASV14,,0.3340707,,,,,,
Ochrobactrum lupini,,0.3340707,,,,,,
Microbulbifer agarilyticus,,0.3340707,,,,,,
Gordonia araii,,0.3340707,,,,,,
Aneurinibacillus danicus,,0.3340707,,,,,,
Mycolicibacterium llatzerense,,0.3340707,,,,,,
Psychrobacter cibarius,,0.3340707,,,,,,
Colletotrichum lindemuthianum,,0.3340707,,,,,,
Rhodococcus kroppenstedtii,,0.3340707,,,,,,
Frankia inefficax,,0.3340707,,,,,,
Pseudoalteromonas spongiae,,0.3340707,,,,,,
Aspergillus rambellii,,0.3340707,0.132151,,,,,
Linnemannia elongata,,0.3340707,,,,,,
Aspergillus sclerotioniger,,0.3340707,0.132151,,,,,
Bacillus infantis,,0.3340707,,,,,,
Caballeronia humi,,0.3340707,,,,,,
Neisseria animaloris,,0.3340707,,,,,,
Olavius algarvensis Delta 1 endosymbiont,,0.3340707,,,,,,
Sphingomonas dokdonensis,,0.3340707,,,,,,
Micavibrio aeruginosavorus,,0.3340707,,,,,,
Krasilnikovia cinnamomea,,0.3340707,,,,,,
Marinobacter vinifirmus,,0.3340707,,,,,,
Cercospora lactucae-sativae,,0.3340707,,,,,,
uncultured Sebacinales,,0.3340707,,,,,,
Cupriavidus malaysiensis,,0.3340707,,,,,,
Verrucomicrobiae bacterium DG1235,,0.3340707,,,,,,
Ferrimonas senticii,,0.3340707,,,,,,
Gordonia sp. YY1,,0.3340707,,,,,,
Syntrophomonas zehnderi,,0.3340707,,,,,,
Knoellia remsis,,0.3340707,,,,,,
Gordonia malaquae,,0.3340707,,,,,,
Halalkalicoccus jeotgali,,0.3340707,,,,,,
Methylorubrum salsuginis,,0.3340707,,,,,,
Halomonas subterranea,,0.3340707,,,,,,
Saccharopolyspora jiangxiensis,,0.3340707,0.132151,,,,,
Prevotella nanceiensis,,0.3340707,,,,,,
Rhodococcus sp. P14,,0.3340707,,,,,,
Lysobacter soli,,0.3340707,,,,,,
Aspergillus calidoustus,,0.3340707,,,,,0.1281843,
Maritalea myrionectae,,0.3340707,,,,,,
Erysipelotrichaceae bacterium 2_2_44A,,0.3340707,,,,,0.1281843,
Bordetella genomosp. 6,,0.3340707,,,,,,
Kwoniella mangrovensis,,0.3340707,,,,,,
Veillonella magna,,0.3340707,,,,,,
Ilumatobacter coccineus,,0.3340707,,,,,,
Dasania marina,,0.3340707,,,,,,
Pseudomonas sp. PSB1,,0.3340707,,,,,,
Barnesiella intestinihominis,,0.3340707,,,,,,
Roseomonas frigidaquae,,0.3340707,,,,,,
Shewanella marina,,0.3340707,,,,,,
Erythrobacter sp. AP23,,0.3340707,,,,,,
Marivita cryptomonadis,,0.3340707,,,,,,
Thermotalea metallivorans,,0.3340707,,,,,,
Helcobacillus massiliensis,,0.3340707,,,,,,
Debaryomyces subglobosus,,0.3340707,,,,,,
Melampsora vernalis,,0.3340707,,,,,,
Sphingomonas changbaiensis,,0.3340707,,,,,,
Pseudomonas benzenivorans,,0.3340707,,,,,,
uncultured Verminephrobacter sp.,,0.3340707,,,,,,
Metarhizium robertsii,,0.3340707,0.132151,,,,,
Acinetobacter kyonggiensis,,0.3340707,,,,,,
Acinetobacter rudis,,0.3340707,,,,,,
Acinetobacter sp. GG2,,0.3340707,,,,,,
Actinomyces sp. oral taxon 180,,0.3340707,,,,,,
Pseudomonas sp. CMR12a,,0.3340707,,,,,,
Selenomonas artemidis,,0.3340707,,,,,,
Pseudomonas baetica,,0.3340707,,,,,0.1281843,
Corynebacterium sp. NML93-0612,,0.3340707,0.132151,,,,,
Actinomyces sp. oral taxon 170,,0.3340707,,,,,,
Tannerella sp. oral taxon HOT-286,,0.3340707,,,,,,
Hyphopichia burtonii,,0.3340707,,,,,,
Roseibium sp. TrichSKD4,,0.3340707,,,,,,
Mycolicibacterium litorale,,0.3340707,,,,,,
uncultured Blautia sp.,,0.3340707,,,,,,
Burkholderiaceae bacterium PBA,,0.3340707,,,,,,
Georgenia satyanarayanai,,0.3340707,,,,,,
Ochrobactrum pecoris,,0.3340707,,,,,,
Photorhabdus heterorhabditis,,0.3340707,,,,,,
Williamsia limnetica,,0.3340707,,,,,,
Williamsia phyllosphaerae,,0.3340707,,,,,,
Sphingomonas jejuensis,,0.3340707,,,,,,
Cellulomonas oligotrophica,,0.3340707,,,,,,
Lactobacillus rodentium,,0.3340707,,,,,,
Gulosibacter chungangensis,,0.3340707,,,,,,
Paraburkholderia kururiensis,,0.3340707,,,,,,
Pseudoscardovia radai,,0.3340707,,,,,,
Pusillimonas sp. T7-7,,0.3340707,,,,,,
Jeongeupia chitinilytica,,0.3340707,,,,,,
Rhodococcus enclensis,,0.3340707,,,,,,
Cladosporium halotolerans,,0.3340707,,,,,,
Alcaligenes sp. HPC1271,,0.3340707,,,,,,
Haemophilus sputorum,,0.3340707,,,,,,
Limimonas halophila,,0.3340707,,,,,,
Magnetospirillum aberrantis,,0.3340707,,,,,,
Chromobacterium vaccinii,,0.3340707,,,,,,
Brenneria goodwinii,,0.3340707,,,,,40.5062474,
Actinomyces sp. ph3,,0.3340707,,,,,,
Marinococcus luteus,,0.3340707,,,,,,
Halorussus ruber,,0.3340707,,,,,,
Sphingomonas sp. 038,,0.3340707,,,,,,
Sphingomonas sp. 244,,0.3340707,,,,,,
Sphingomonas sp. 375,,0.3340707,,,,,,
Sphingomonas sp. 452,,0.3340707,,,,,,
Geodermatophilus tzadiensis,,0.3340707,,,,,,
Herbaspirillum sp. CF444,,0.3340707,,,,,,
Pseudomonas sp. GM17,,0.3340707,,,,,,
Pseudomonas sp. GM49,,0.3340707,,,,,,
Pseudomonas sp. GM80,,0.3340707,,,,,,
Pseudomonas sp. GM41(2012),,0.3340707,,,,,,
Pseudomonas sp. K5,,0.3340707,,,,,,
Nocardia sp. CNY236,,0.3340707,,,,,,
Brucella sp. 56/94,,0.3340707,,,,,,
Acinetobacter sp. HA,,0.3340707,,,,,,
Sphingosinicella ginsenosidimutans,,0.3340707,,,,,,
Pseudomonas sp. M47T1,,0.3340707,,,,,,
Agrobacterium genomosp. 3,,0.3340707,,,,,,
Sodalis-like symbiont of Philaenus spumarius,,0.3340707,,,,,,
Rhizobium endolithicum,,0.3340707,0.132151,,,,,
Pseudomonas guguanensis,,0.3340707,,,,,,
Streptococcus sp. HPH0090,,0.3340707,,,,,,
Litorilinea aerophila,,0.3340707,,,,,,
Celeribacter indicus,,0.3340707,,,,,,
Pseudomonas kunmingensis,,0.3340707,,,,,0.1281843,
Acinetobacter sp. NIPH 236,,0.3340707,,,,,,
Acinetobacter sp. 528,,0.3340707,,,,,,
Paludibacterium paludis,,0.3340707,,,,,,
Prevotella sp. F0091,,0.3340707,,,,,,
Candidatus Pantoea carbekii,,0.3340707,,,,,,
Sphingomonas yantingensis,,0.3340707,,,,,,
Compostibacillus humi,,0.3340707,,,,,,
Mesorhizobium sp. L2C089B000,,0.3340707,,,,,,
Actinoplanes sp. ATCC 53533,,0.3340707,0.264302,,,,,
Psychrobacter sp. JCM 18902,,0.3340707,,,,,,
Sphingomonas sp. URHD0007,,0.3340707,,,,,,
Acinetobacter sp. 983759,,0.3340707,,,,,,
Pontibacter indicus,,0.3340707,,,,,,
Bradyrhizobium nanningense,,0.3340707,,,,,,
Sinomonas humi,,0.3340707,,,,,,
uncultured bacterium 405006-B04,,0.3340707,0.264302,,,,,
Canibacter oris,,0.3340707,,,,,,
uncultured bacterium Contig661,,0.3340707,,,,,,
Achromobacter sp. DH1f,,0.3340707,,,,,,
Streptococcus sp. DORA_10,,0.3340707,,,,,,
Acanthocnemus nigricans,,0.3340707,0.132151,,,,,
Hydrogenophaga sp. T4,,0.3340707,,,,,,
Candidatus Accumulibacter sp. SK-11,,0.3340707,,,,,,
Candidatus Magnetobacterium casensis,,0.3340707,,,,,,
Kiloniella spongiae,,0.3340707,,,,,,
Mycobacterium sp. ST-F2,,0.3340707,,,,,,
Georgenia sp. SUBG003,,0.3340707,,,,,,
Methylobacterium sp. UNC378MF,,0.3340707,,,,,,
Burkholderia stagnalis,,0.3340707,,,,,,
Pseudomonas sp. AM05CRO1,,0.3340707,,,,,,
Cyanophora sudae,,0.3340707,,,,,,
Maritimibacter lacisalsi,,0.3340707,0.132151,,,,,
Cryobacterium sp. MLB-32,,0.3340707,,,,,,
Pseudomonas sp. DR 5-09,,0.3340707,,,,,0.1281843,
Oleiagrimonas soli,,0.3340707,,,,,,
Sphingomonas panacis,,0.3340707,,,,,,
Geodermatophilus sabuli,,0.3340707,,,,,,
Pseudomonas sp. NFACC25,,0.3340707,,,,,,
Pseudomonas sp. NFACC19-2,,0.3340707,,,,,,
Pseudomonas sp. NFACC36,,0.3340707,,,,,,
Pseudomonas sp. NFACC45,,0.3340707,,,,,,
Pseudomonas sp. NFACC49-2,,0.3340707,,,,,,
Pseudomonas sp. NFPP24,,0.3340707,,,,,,
Pseudomonas sp. NFPP33,,0.3340707,,,,,,
Pseudomonas sp. NFPP28,,0.3340707,,,,,,
Pseudomonas sp. NFIX28,,0.3340707,,,,,,
Pseudomonas sp. NFR16,,0.3340707,,,,,0.1281843,
Croceibacterium mercuriale,,0.3340707,,,,,,
[Propionibacterium] namnetense,,0.3340707,1.5858119,,,,,
Pseudomonas sp. HMSC08G10,,0.3340707,,,,,,
Streptococcus sp. HMSC34B10,,0.3340707,,,,,,
Pseudomonas weihenstephanensis,,0.3340707,,,,,,
Psychromicrobium lacuslunae,,0.3340707,,,,,,
Hoeflea sp. IMCC20628,,0.3340707,,,,,,
Antricoccus suffuscus,,0.3340707,,,,,,
Mesorhizobium delmotii,,0.3340707,,,,,,
Clostridia bacterium 41_269,,0.3340707,,,,,,
Marinimicrobia bacterium 46_47,,0.3340707,,,,,,
Salinarimonas sp. BN140002,,0.3340707,,,,,,
Sphingomonas sp. Ag1,,0.3340707,,,,,,
Massilia sp. NR 4-1,,0.3340707,,,,,,
Methylobacterium crusticola,,0.3340707,,,,,0.1281843,
Pseudomonas sp. P1.8,,0.3340707,,,,,,
Gammaproteobacteria bacterium SG8_47,,0.3340707,,,,,,
Campylobacter sp. RM15925,,0.3340707,,,,,,
Nonomuraea rhodomycinica,,0.3340707,,,,,,
Rothia sp. HMSC071B01,,0.3340707,,,,,,
Staphylococcus sp. HMSC069E10,,0.3340707,,,,,,
Corynebacterium sp. HMSC072A04,,0.3340707,,,,,,
Rothia sp. HMSC058E10,,0.3340707,,,,,,
Rhodococcus sp. H-CA8f,,0.3340707,,,,,,
Pseudomonas sp. Leaf15,,0.3340707,,,,,,
Methylobacterium sp. Leaf106,,0.3340707,,,,,,
Methylobacterium sp. Leaf111,,0.3340707,,,,,,
Sphingomonas sp. Leaf343,,0.3340707,,,,,,
Methylobacterium sp. Leaf465,,0.3340707,,,,,,
Streptococcus sp. HMSC073F11,,0.3340707,,,,,,
Corynebacterium sp. HMSC034A01,,0.3340707,,,,,,
Rothia sp. HMSC065G12,,0.3340707,,,,,,
Prevotella sp. HMSC073D09,,0.3340707,,,,,,
Rothia sp. HMSC066G07,,0.3340707,,,,,,
Rothia sp. HMSC061C12,,0.3340707,,,,,,
Anaerococcus nagyae,,0.3340707,,,,,0.1281843,
Pseudomonas sp. DY-1,,0.3340707,,,,,,
Pseudomonas sp. BIOMIG1BD,,0.3340707,,,,,,
bacterium F082,,0.3340707,,,,,,
Romboutsia timonensis,,0.3340707,,,,,,
Aureimonas glaciei,,0.3340707,,,,,,
Streptococcus sp. DD11,,0.3340707,,,,,,
Desertifilum sp. IPPAS B-1220,,0.3340707,,,,,,
Acinetobacter larvae,,0.3340707,,,,,,
Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16,,0.3340707,,,,,,
Pseudomonadales bacterium RIFCSPLOWO2_12_59_9,,0.3340707,,,,,,
Nesterenkonia sphaerica,,0.3340707,,,,,,
Acinetobacter sp. SFB,,0.3340707,,,,,,
Acinetobacter pragensis,,0.3340707,,,,,,
Oleiphilus sp. HI0080,,0.3340707,,,,,,
Acinetobacter portensis,,0.3340707,,,,,,
Planctopirus hydrillae,,0.3340707,,,,,,
Acinetobacter guerrae,,0.3340707,0.264302,,,,,
Pseudomonas sp. 58 R 12,,0.3340707,,,,,,
Neisseria chenwenguii,,0.3340707,,,,,,
Croceibacterium ferulae,,0.3340707,,,,,,
Nitrosovibrio sp. Nv17,,0.3340707,,,,,,
Rhodobacterales bacterium 52_120_T64,,0.3340707,,,,,,
Candidatus Propionivibrio aalborgensis,,0.3340707,,,,,,
Streptococcus sp. CCUG 49591,,0.3340707,,,,,,
Achromobacter sp. UMC71,,0.3340707,,,,,,
Cupriavidus sp. UME77,,0.3340707,,,,,,
Dyella lipolytica,,0.3340707,,,,,,
Arcanobacterium urinimassiliense,,0.3340707,,,,,0.1281843,
Phenylobacterium sp.,,0.3340707,,,,,,
Pseudomonas sp. OV546,,0.3340707,,,,,,
Calicium notarisii,,0.3340707,,,,,,
Bacillus wiedmannii,,0.3340707,,,,,,
Pseudomonadales bacterium,,0.3340707,,,,,0.1281843,
Acinetobacter sp. 38-8,,0.3340707,,,,,,
Mortierella sp. GBA43,,0.3340707,,,,,,
Pseudomonas sp. 43NM1,,0.3340707,,,,,,
Pseudomonas sp. WPR_5_2,,0.3340707,,,,,,
Pelomonas sp.,,0.3340707,,,,,,
Veillonella infantium,,0.3340707,,,,,,
Actinomyces tangfeifanii,,0.3340707,,,,,,
Leclercia sp. LSNIH7,,0.3340707,,,,,,
Pseudomonas sp. FSL W5-0203,,0.3340707,,,,,,
Porphyromonas sp.,,0.3340707,,,,,,
Pigmentiphaga aceris,,0.3340707,,,,,,
Pseudomonas sp. PICF141,,0.3340707,,,,,,
Pseudomonas sp. Ea RS28,,0.3340707,,,,,0.1281843,
Blautia sp. An249,,0.3340707,,,,,,
gamma proteobacterium symbiont of Ctena orbiculata,,0.3340707,,,,,,
Caulobacter sp. 12-67-6,,0.3340707,,,,,,
Sphingomonas sp. 12-62-6,,0.3340707,,,,,,
Thiomonas sp. 20-64-5,,0.3340707,,,,,,
Candidatus Kaiserbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_44_10,,0.3340707,,,,,,
Acinetobacter sp. ANC 3903,,0.3340707,,,,,,
Propionibacterium virus PHL171M01,,0.3340707,,,,,,
Parolsenella catena,,0.3340707,,,,,,
Acinetobacter sp. WCHAc010052,,0.3340707,,,,,,
Sphingobium algorifonticola,,0.3340707,,,,,,
Apilactobacillus timberlakei,,0.3340707,,,,,,
Pseudomonas sp. Irchel 3H3,,0.3340707,,,,,,
Pseudomonas sp. Irchel 3H9,,0.3340707,,,,,,
Pseudomonas sp. Irchel s3a18,,0.3340707,,,,,,
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-12,,0.3340707,,,,,,
Neisseriaceae bacterium,,0.3340707,,,,,,
Methylobacterium sp. P1-11,,0.3340707,,,,,,
Cytophagaceae bacterium,,0.3340707,,,,,,
Nitrosomonadaceae bacterium,,0.3340707,,,,,,
Thalassobium sp.,,0.3340707,,,,,,
Ustilago denotarisii,,0.3340707,,,,,,
